ID	Type	Title	Games	Authors	Date	Tags	Description	Update	Embed	URL	SourceURL
p4g64-catboydojima64	mod	Catboy Dojima 64	p4g64	BrawlerAce	03/19/2024	Misc	Overview<br>This mod makes Dojima a catboy. Only portraits have been edited.<br><br>Inspired by the 32-bit mod here. This is however not a port of that mod.		https://images.gamebanana.com/img/ss/mods/65f8f62f03edf.jpg	https://gamebanana.com/mods/501795	
p4g64-nofoxtimeadvance	mod	No Fox Time Advance	p4g64	Dexxtrip	03/13/2024	Misc	Stops time from advancing when completing quests from the fox social link.		https://images.gamebanana.com/img/ss/mods/65f0ed601ddb5.jpg	https://gamebanana.com/mods/500582	
p4g64-bgmedisablevictorytheme	mod	BGME Disable Victory Theme	p4g64	zutomayofan50	03/09/2024	Misc	Disables the victory theme, letting battle music to continue playing into the result screen.<br><br>This is just a dummy mod to enable the feature in BGME F ... 		https://images.gamebanana.com/img/ss/mods/65eccd999b5cb.jpg	https://gamebanana.com/mods/499980	
p4g64-worldarcanacard	mod	World Arcana Card	p4g64	Dexxtrip	03/08/2024	Fix	This mod adds the World arcana card to the summoning animation during a specific fight. This also fixes the model's previous issue where it showed the ... 		https://images.gamebanana.com/img/ss/mods/65ea70031b8ca.jpg	https://gamebanana.com/mods/499619	
p4g64-whatsnewpersona4golden	mod	What's New, Persona 4 Golden?	p4g64	thisiguy	03/07/2024	Misc	Persona 4 Golden Opening but the music is replaced with the What's New Scooby Doo theme song.<br><br>Original video		https://images.gamebanana.com/img/ss/mods/65ea453a91606.jpg	https://gamebanana.com/mods/499586	
p4g64-accuratevelvetroomcostumes	mod	Accurate Velvet Room Costumes	p4g64	Dexxtrip	03/07/2024	Skin	This mod overhauls the currently existing Velvet Room costumes by replacing the eye and hair textures with colors similar to that of the existing Velv ... 		https://images.gamebanana.com/img/ss/mods/65ed4aba7a965.jpg	https://gamebanana.com/mods/499570	
p4g64-margaretbossoverhaul64	mod	Margaret Boss Overhaul 64	p4g64	Fayande	03/08/2024	Misc	Imagine forgetting to port your mod to new versions of the game, couldn't be me :) This may or may not be a little buggy, I don't know as I don't exac ... 	<b>Updated 03/08/2024</b>	https://images.gamebanana.com/img/ss/mods/65df75c5dcc40.jpg	https://gamebanana.com/mods/498280	
p4g64-dance-persona4dancingallnightopening	mod	Dance! - Persona 4 Dancing All Night Opening	p4g64	thisiguy	02/25/2024	Misc	Replaces the opening intro of P4G with the opening from Persona 4 Dancing All Night.		https://images.gamebanana.com/img/ss/mods/65db9a6d95981.jpg	https://gamebanana.com/mods/497806	
p4g64-keepcostumeinhollowforest	mod	Keep Costume in Hollow Forest	p4g64	Dexxtrip	02/25/2024	Fix	64 bit port of Shrine Fox's Keep Inventory in Hollow Forest mod.<br><br>Prevents the game from removing your costumes in game when entering the hollow fores ... 		https://images.gamebanana.com/img/ss/mods/65db9651de48f.jpg	https://gamebanana.com/mods/497801	
p4g64-skysthelimitopening	mod	Sky's The Limit Opening	p4g64	thisiguy	02/24/2024	Misc	Replaces the original P4G opening with the first opening from Persona 4 The Animation.		https://images.gamebanana.com/img/ss/mods/65da5c0ac6609.jpg	https://gamebanana.com/mods/497619	
p4g64-keywords	mod	Key+Words	p4g64	Briartine	02/24/2024	Misc	This mod replaces the original opening of Persona 4 Golden with the second opening of the Persona 4: The Animation.		https://images.gamebanana.com/img/ss/mods/65da0f381b05a.jpg	https://gamebanana.com/mods/497566	
p4g64-myriadtruthstoizanagi-no-okami	mod	Myriad Truths to Izanagi-no-Okami	p4g64	Bogwondi	02/16/2024	Cheat	What this mod does<br>This mod replaces Megidolaon from Izanagi-no-Okami with Myriad Truths like in Persona 5. <br><br>Note: The SP cost of the skill has been  ... 		https://images.gamebanana.com/img/ss/mods/65cef9916450c.jpg	https://gamebanana.com/mods/495977	
p4g64-inheritsignatureskills64	mod	Inherit Signature Skills 64	p4g64	Dexxtrip	02/10/2024	Cheat	This mod alters skill inheritance for Signature, Non-transferable skills so that they can now be inherited.<br><br>This means that the following skills are  ... 		https://images.gamebanana.com/img/ss/mods/65c79e24df501.jpg	https://gamebanana.com/mods/494995	
p4g64-persona5imaginingprojectmusicpack64-bit	mod	Persona 5 Imagining Project Music Pack (64-Bit)	p4g64	Warningdontread	01/20/2024	Mod Pack	mirror mirror on the wall... A phrase from an old familiar tale beckons us to the fountain of illusions. The face of someone who looks like you…		https://images.gamebanana.com/img/ss/mods/65ab807cf19ae.jpg	https://gamebanana.com/mods/491146	
p4g64-hiddenfieldnames	mod	Hidden Field Names	p4g64	AnimatedSwine37	01/13/2024	User Interface UI	Hides the field name in the bottom left corner when message boxes are open.		https://images.gamebanana.com/img/ss/mods/65a2524cb0ad3.jpg	https://gamebanana.com/mods/489980	
p4g64-p4styletextboxes	mod	P4 Style Text Boxes	p4g64	AnimatedSwine37	01/13/2024	User Interface UI	Makes the text boxes in Persona 4 Golden PC look more like those in Persona 4.<br><br>Configuration<br>By default the mod will make text boxes look as close to ... 		https://images.gamebanana.com/img/ss/mods/65a233cd6e345.jpg	https://gamebanana.com/mods/489960	
p4g64-bgmebattlethemes	mod	BGME Battle Themes	p4g64	zutomayofan50	01/07/2024	Misc	Overview<br>BGME Battle Themes allows for multiple mods to add music to battles without conflicting! The best part? All battle theme mods work with every ... 		https://images.gamebanana.com/img/ss/mods/659a980d108de.jpg	https://gamebanana.com/mods/488932	
p4g64-expshare	mod	Exp Share	p4g64	AnimatedSwine37	12/03/2023	Misc	Makes inactive party members and Personas gain exp and level up!<br><br>By default both inactive party members and the protagonist's Personas will get the s ... 		https://images.gamebanana.com/img/ss/mods/656bd545e1990.jpg	https://gamebanana.com/mods/482206	
p4g64-ps3controllerprompts64	mod	PS3 Controller Prompts 64	p4g64	pizzaforfree	12/01/2023	User Interface UI	Replaces the Options and Share buttons with Start<br> and Select buttons, intended for use with a DualShock 3 or SixAxis <br>controller, on the PS4 controll ... 		https://images.gamebanana.com/img/ss/mods/65692f5a2b619.jpg	https://gamebanana.com/mods/481918	
p4g64-hyperspeedreading	mod	Hyperspeed Reading+	p4g64	AnimatedSwine37	11/28/2023	Misc	Makes Hyperspeed Reading's bonus carry over to a second book if you only read a single chapter.		https://images.gamebanana.com/img/ss/mods/65653c6a80581.jpg	https://gamebanana.com/mods/481481	
p4g64-crt-inspiredreshadepresets	mod	CRT-Inspired Reshade Presets	p4g64	pizzaforfree	11/27/2023	Misc	Have you ever wanted to play Persona 4 Golden on a cathode ray tube display, like you did Persona 4 (PS2)? Well, now, you.... still can't, unless you  ... 		https://images.gamebanana.com/img/ss/mods/6564500f29723.jpg	https://gamebanana.com/mods/481369	
p4g64-playstationcontrolleruioverhaulforgamepass	mod	PlayStation Controller UI Overhaul for Game Pass	p4g64	berkayfeci	11/26/2023	User Interface UI	This is a modified version of the colorful version of Controller UI Overhaul. This mod is for anyone who has a PS4 or PS5 controller, or anyone else w ... 		https://images.gamebanana.com/img/ss/mods/6564e8865dc99.jpg	https://gamebanana.com/mods/481265	
p4g64-bgmereactive	mod	BGME Reactive	p4g64	zutomayofan50	01/07/2024	Misc	BGME Reactive automatically adds custom music for battles using BGME Framework, no music scripting needed. Just add music and done.<br><br>Guide<br><br>• Similar  ... 	<b>Updated 01/07/2024</b>	https://images.gamebanana.com/img/ss/mods/659a1314b0e7d.jpg	https://gamebanana.com/mods/479463	
p4g64-naotoshrine	mod	Naoto Shrine	p4g64	morgana@22	11/14/2023	Cheat	Notice:<br>You can only pray to Naoto after you have gained access to the Fortunes at the shrine.<br><br>I know the screenshot miss spells shirogane :pensive:<br> ... 		https://images.gamebanana.com/img/ss/mods/65534ef7321a0.jpg	https://gamebanana.com/mods/479102	
p4g64-uirestorationpack	mod	UI Restoration Pack	p4g64	Pixelguin	07/08/2024	User Interface UI	This mod restores classic UI elements that were changed with the 64-bit update:<br><br>• The font used in the title screen menu has been restored.<br>• The fon ... 	<b>Updated 07/08/2024</b>	https://images.gamebanana.com/img/ss/mods/65ed6d0bedc40.jpg	https://gamebanana.com/mods/479040	
p4g64-readinthelibrary	mod	Read In The Library	p4g64	AnimatedSwine37	11/11/2023	Misc	Adds an option to read in the school library.		https://images.gamebanana.com/img/ss/mods/654f49b661ade.jpg	https://gamebanana.com/mods/478523	
p4g64-bgmeframework	mod	BGME Framework	p4g64	zutomayofan50	01/07/2024	Misc	BGME Framework makes advanced music modding simple and easy across all three Persona games. Completely customizable, zero game file editing, and make  ... 	<b>Updated 01/07/2024</b>	https://images.gamebanana.com/img/ss/mods/65ccf39b23d6c.jpg	https://gamebanana.com/mods/477398	
p4g64-emoyosuke	mod	emo yosuke	p4g64	bigmoneylobster	05/10/2024	Skin	changes most of yosuke's textures & bust-ups to look emo.	<b>Updated 05/10/2024</b>	https://images.gamebanana.com/img/ss/mods/65440f5814ed3.jpg	https://gamebanana.com/mods/477222	
p4g64-noglasses	mod	No Glasses	p4g64	MadMax1960	10/30/2023	Skin	No Glasses over any costumes, basically took my geko mod textures and pasted over every costume in the game.		https://images.gamebanana.com/img/ss/mods/653fb6f11fe7d.jpg	https://gamebanana.com/mods/476644	
p4g64-catmemearcana	mod	Cat Meme Arcana	p4g64	angelicshadowdemon	11/09/2023	Misc	COMMISION MOD<br><br>This mod replaces all the arcana cards with funny catified versions! Need I say more? ;)<br><br>Not compatable with Blue Aeon arcana or Shuff ... 	<b>Updated 11/09/2023</b>	https://images.gamebanana.com/img/ss/mods/653e2f74509e6.jpg	https://gamebanana.com/mods/476400	
p4g64-animemusicexpansion	mod	Anime Music Expansion	p4g64	BrawlerAce	06/01/2024	Event	Introduction<br><br>This mod aims to increase the music variety and enhance the musical mood of Persona 4 Golden by enhancing its events with a large select ... 	<b>Updated 06/01/2024</b>	https://images.gamebanana.com/img/ss/mods/6535582759028.jpg	https://gamebanana.com/mods/475152	
p4g64-colorfulpartypanel	mod	Colorful Party Panel	p4g64	AnimatedSwine37	12/02/2023	User Interface UI	Features<br>This mod gives each party member a unique colour around their party panel icon in battles and dungeons. It is fully configurable with whateve ... 	<b>Updated 12/02/2023</b>	https://images.gamebanana.com/img/ss/mods/65346e6980201.jpg	https://gamebanana.com/mods/475114	
p4g64-p4taanimatedcutins	mod	P4TA Animated Cutins	p4g64	Dexxtrip	12/06/2023	User Interface UI	Introduction<br><br>This mod adds the animated cutins from Persona 4 The Animation to Persona 4 Golden.<br><br>Here's an animated preview of one of the cutins.<br><br>N ... 	<b>Updated 12/06/2023</b>	https://images.gamebanana.com/img/ss/mods/6535902a4815e.jpg	https://gamebanana.com/mods/475099	
p4g64-reaperovergoldenhands	mod	Reaper over Golden Hands	p4g64	MadMax1960	10/16/2023	Cheat	Replaces the Luxury Hand enemies in Heaven with Reaper. Grinding in Heaven is now fun!		https://images.gamebanana.com/img/ss/mods/652c937da5aed.jpg	https://gamebanana.com/mods/474150	
p4g64-scooterridecount64-bit	mod	Scooter Ride Count (64-bit)	p4g64	rudiger__gb	10/13/2023	Misc	This is a quality of life feature that I originally wrote for "Custom Sub Menu (32-bit)". <br><br>It's now a separate package to that mod, meaning that it c ... 		https://images.gamebanana.com/img/ss/mods/6529aa00dfe55.jpg	https://gamebanana.com/mods/473706	
p4g64-persona5skillicons	mod	Persona 5 Skill Icons	p4g64	chazg	10/08/2023	User Interface UI	Changes (most) of the skill icons to look like the ones from Persona 5. Basically a port of my P3P mod. Almighty uses the nuclear icon because they're ... 		https://images.gamebanana.com/img/ss/mods/6522dbaf546d1.jpg	https://gamebanana.com/mods/472876	
p4g64-socialstatupdialoguecheatsheet	mod	Social Stat Up Dialogue Cheat Sheet	p4g64	chazg	10/08/2023	Cheat	This mod indicates dialogue options which give you social stat points, e.g. +C gives you a point in courage. If there's anything missing, let me know. ... 		https://images.gamebanana.com/img/ss/mods/6522652d71842.jpg	https://gamebanana.com/mods/472789	
p4g64-betterquizzes	mod	Better Quizzes	p4g64	AnimatedSwine37	10/07/2023	Misc	Adds an option to repeat the question to quizzes where the question is over multiple messages.<br><br>Specifically, this adds the option to all of the Funky ... 		https://images.gamebanana.com/img/ss/mods/65210e835758f.jpg	https://gamebanana.com/mods/472592	
p4g64-renameteddietokuma64	mod	Rename Teddie to Kuma 64	p4g64	Primogenitor	11/01/2023	Misc	I created this mod because I prefer using the Japanese over English voices in game.  It's pretty jarring to keep reading "Teddie" but hearing "Kuma."  ... 	<b>Updated 11/01/2023</b>	https://images.gamebanana.com/img/ss/mods/652233ed0197b.jpg	https://gamebanana.com/mods/472536	
p4g64-restoredmargaretlines	mod	Restored Margaret Lines	p4g64	BrawlerAce	01/12/2024	Misc	This mod restores Margaret's original dialogue in her social link and <br>optional events, which have clear references to Persona 3 (specifically <br>Elizab ... 	<b>Updated 01/12/2024</b>	https://images.gamebanana.com/img/ss/mods/65a0c3f686b13.jpg	https://gamebanana.com/mods/471894	
p4g64-calendarpack64bit	mod	Calendar Pack (64 Bit)	p4g64	Tekka	10/03/2023	Misc	This is the 64 Bit version of this mod. Not compatible with Aemulus despite thumbnail, was too lazy to update it.<br><br>This mod allows you to replace the  ... 	<b>Updated 10/03/2023</b>	https://images.gamebanana.com/img/ss/mods/651af84855c30.jpg	https://gamebanana.com/mods/471852	
p4g64-inouebustups64bit	mod	Inoue Bustups (64 Bit)	p4g64	Tekka	10/01/2023	User Interface UI	This is the 64 Bit version of this mod. Not compatible with Aemulus despite thumbnail, was too lazy to update it.<br><br>Adds animated/dynamic bustups from  ... 		https://images.gamebanana.com/img/ss/mods/6519eb865e996.jpg	https://gamebanana.com/mods/471732	
p4g64-dungeontextfixes64-bit	mod	Dungeon Text Fixes (64-bit)	p4g64	rudiger__gb	10/02/2023	Fix	This mod contains a set of features that I originally wrote for "Custom Sub Menu (32-bit)". <br><br>It's now a separate package to that mod, meaning that it ... 		https://images.gamebanana.com/img/ss/mods/651a799df33d1.jpg	https://gamebanana.com/mods/471723	
p4g64-dojimascoffee64bit	mod	Dojima's Coffee (64 Bit)	p4g64	Tekka	10/01/2023	Fix	This is the 64 Bit version of this mod. Not compatible with Aemulus despite thumbnail, was too lazy to update it.<br><br>This mod backports the QoL mechanic ... 		https://images.gamebanana.com/img/ss/mods/65196562d51bc.jpg	https://gamebanana.com/mods/471631	
p4g64-producestore64bit	mod	Produce Store (64 Bit)	p4g64	Tekka	10/01/2023	Fix	This is the 64 Bit version of this mod. Not compatible with Aemulus despite thumbnail, was too lazy to update it.<br><br>Restores the cut content, Produce S ... 		https://images.gamebanana.com/img/ss/mods/651963e994a4b.jpg	https://gamebanana.com/mods/471629	
p4g64-wxndersfaithfulbustupedits	mod	WXNDER's Faithful Bustup Edits	p4g64	wxnder	10/08/2023	User Interface UI	This mod localizes, enhances, and introduces brand new portraits that faithfully blend in with the rest of the Persona 4 portraits. <br><br>This mod brings  ... 		https://images.gamebanana.com/img/ss/mods/6518c56eb843f.jpg	https://gamebanana.com/mods/471539	
p4g64-shuffletimecats	mod	Shuffle Time Cats	p4g64	angelicshadowdemon	11/09/2023	Misc	It's Persona 4 Golden (x64)... with 300% more cats!<br><br>This mod replaces three arcana cards in the game with modified textures featuring pictures of my  ... 	<b>Updated 11/09/2023</b>	https://images.gamebanana.com/img/ss/mods/65113d4bd2f2d.jpg	https://gamebanana.com/mods/470580	
p4g64-customsubmenu	mod	Custom Sub Menu	p4g64	AnimatedSwine37	04/28/2024	Misc	Introduction<br>This community-developed mod combines additions to the sub menu from a variety of modders into one powerful, configurable package.<br><br>Every ... 	<b>Updated 04/28/2024</b>	https://images.gamebanana.com/img/ss/mods/650fc37f753c8.jpg	https://gamebanana.com/mods/470352	
p4g64-dungeonsavepoints	mod	Dungeon Save Points	p4g64	AnimatedSwine37	04/27/2024	Misc	Adds save points to the final floor of every dungeon (except the Hollow Forest) like they were in the original Persona 4.<br><br>By default you will be able ... 	<b>Updated 04/27/2024</b>	https://images.gamebanana.com/img/ss/mods/650e70dbe27be.jpg	https://gamebanana.com/mods/470147	
p4g64-removecringeevents	mod	Remove Cringe Events	p4g64	AnimatedSwine37	09/21/2023	Event	Lets you remove the hot springs, camping trip, culture festival cross-dressing pageant, and group date café events from the game.<br><br>By default all of t ... 		https://images.gamebanana.com/img/ss/mods/650c1a763213c.jpg	https://gamebanana.com/mods/469834	
p4g64-daymonthdateformat	mod	Day/Month Date Format	p4g64	AnimatedSwine37	09/08/2023	User Interface UI	Changes the dates displayed in game to be formatted as Day/Month instead of Month/Day.	<b>Updated 09/08/2023</b>	https://images.gamebanana.com/img/ss/mods/64f72475d6324.jpg	https://gamebanana.com/mods/467058	
p4g64-assholeigor64	mod	Asshole Igor 64	p4g64	SirGamers	08/29/2023	Misc	Igor is so incredibly disappointed in you, that he didn't even bother to show up. Feel the shame through this telepathic berating.<br>I HAVE FULL PERMISS ... 	<b>Updated 08/29/2023</b>	https://images.gamebanana.com/img/ss/mods/64ee496436fde.jpg	https://gamebanana.com/mods/465645	
